price,rooms,area,floor,District,longitude,latitude,building size (floors)
500,3,62.0,2,Justiniškės,25.2228709,54.7211373,9
500,2,56.0,1,Antakalnis,25.3261214,54.7181478,2
590,2,50.0,6,Justiniškės,25.2228709,54.7211373,9
500,1,46.0,7,Pašilaičiai,25.2372018,54.7296563,9
340,1,20.0,4,Antakalnis,25.31507,54.7117059,5
750,2,41.0,5,Šnipiškės,25.2846469,54.7025318,5
500,2,48.0,3,Markučiai,25.3110856,54.6762657,9
500,1,41.09,5,Fabijoniškės,25.246433,54.731814,7
600,2,42.0,5,Antakalnis,25.3171585,54.7195619,5
600,1,25.0,1,Senamiestis,25.2758803,54.6800552,3
550,1,30.0,1,Žirmūnai,25.3050482,54.7157121,5
790,3,70.0,5,Pašilaičiai,25.2316746,54.7314012,9
570,2,49.69,4,Šeškinė,25.242989,54.7161316,5
500,1,31.0,6,Justiniškės,25.2306643,54.7162559,9
700,3,77.0,9,Pašilaičiai,25.2256323,54.7405473,9
1010,3,65.0,2,Žvėrynas,25.2553216,54.6892662,3
800,3,84.0,5,Karoliniškės,25.2012715,54.6879126,5
460,1,32.0,2,Karoliniškės,25.202447,54.685872,9
480,2,41.0,1,Naujininkai,25.2742388,54.662786,2
570,1,26.0,2,Senamiestis,25.287693,54.683127,3
899,2,62.0,4,Šnipiškės,25.2817254,54.6949273,5
780,2,46.13,1,Naujamiestis,25.2758412,54.675117,3
500,1,22.0,3,Šnipiškės,25.2725536,54.7004606,5
730,3,69.0,1,Jeruzalė,25.2763332,54.7409115,1
200,1,17.0,1,Justiniškės,25.2228709,54.7211373,9
400,1,35.0,5,Justiniškės,25.2228709,54.7211373,5
950,2,54.0,1,Naujamiestis,25.2773652,54.6752051,6
800,2,57.0,3,Užupis,25.2923965,54.6805074,4
700,2,42.0,4,Šeškinė,25.2540264,54.7068111,7
850,3,82.0,2,Lazdynėliai,25.2148876,54.666674,9
700,2,44.18,3,Šnipiškės,25.2770623,54.7121167,6
199,2,42.0,1,Žvėrynas,25.2486218,54.6959056,2
700,2,53.66,3,Naujamiestis,25.2753772,54.6767869,4
550,2,58.1,5,Baltupiai,25.265448944117644,54.73593325,5
700,3,58.5,3,Naujininkai,25.273605,54.661445,5
350,1,21.0,3,Naujininkai,25.2730874,54.6608848,9
490,1,38.0,4,Šeškinė,25.2576099,54.7182332,5
700,2,52.0,1,Justiniškės,25.2099657,54.7232631,5
700,2,62.0,6,Justiniškės,25.2219966,54.7167438,11
650,2,46.0,2,Antakalnis,25.318312,54.7028058,5
850,2,41.56,4,Naujamiestis,25.2758412,54.675117,5
620,2,42.0,1,Antakalnis,25.3118899,54.7033583,4
800,2,50.0,3,Naujamiestis,25.2585443,54.6749755,7
750,3,72.3,9,Pašilaičiai,25.2164886,54.7385893,9
500,1,30.0,1,Žirmūnai,25.3050482,54.7157121,5
570,2,40.19,4,Jeruzalė,25.2763332,54.7409115,5
570,3,63.0,5,Jeruzalė,25.269227,54.742649,5
900,2,67.0,3,Žirmūnai,25.2869142,54.7153427,3
900,3,80.0,5,Žirmūnai,25.301475,54.719114,9
720,2,48.0,4,Antakalnis,25.312009,54.705407,6
600,2,60.0,9,Žirmūnai,25.301475,54.719114,11
680,3,62.0,3,Lazdynai,25.2100071,54.6748452,5
590,1,31.8,4,Šnipiškės,25.285138,54.6966918,6
1050,3,74.0,4,Naujamiestis,25.2680814,54.6934811,4
850,2,50.0,1,Žvėrynas,25.2471801,54.6990326,5
470,1,38.96,4,Visoriai,25.2500488,54.7434059,5
600,2,40.0,2,Žirmūnai,25.3050482,54.7157121,5
500,1,29.0,1,Antakalnis,25.312009,54.705407,4
690,2,45.0,2,Senamiestis,25.287693,54.683127,4
550,3,67.0,9,Pašilaičiai,25.2253933,54.7259967,9
760,2,36.61,3,Šnipiškės,25.2771851,54.7025735,4
440,1,38.0,1,Žvėrynas,25.2534295,54.6949413,2
450,1,30.0,4,Žirmūnai,25.3050482,54.7157121,9
850,2,35.0,3,Senamiestis,25.2855354,54.6740589,4
500,1,31.97,1,Antakalnis,25.315727,54.7082195,4
720,2,37.0,1,Šnipiškės,25.2771851,54.7025735,4
250,1,300.0,2,Tarandė,25.2072291,54.7493131,3
700,2,50.0,6,Šnipiškės,25.273601,54.697375,9
800,3,63.0,9,Šeškinė,25.242989,54.7161316,16
950,2,40.28,9,Šnipiškės,25.2706146,54.6975998,19
1100,3,80.0,3,Senamiestis,25.287693,54.683127,3
700,2,51.0,3,Žirmūnai,25.283886,54.720788,5
520,2,62.0,5,Žemieji Paneriai,25.2103975,54.6404889,5
850,2,45.0,3,Žirmūnai,25.2922688,54.7024694,6
900,2,39.0,3,Senamiestis,25.287693,54.683127,4
205,1,15.0,5,Justiniškės,25.2306643,54.7162559,5
850,3,64.0,4,Naujininkai,25.2839807,54.663336,4
440,1,30.0,5,Žirmūnai,25.3050482,54.7157121,5
450,2,47.0,2,Karoliniškės,25.28206,54.682713,5
650,2,45.37,2,Pašilaičiai,25.2164886,54.7385893,9
550,2,47.0,4,Lazdynai,25.2164788,54.6787988,5
350,1,22.0,3,Žirmūnai,25.3050482,54.7157121,9
670,2,31.0,3,Šnipiškės,25.273601,54.697375,5
630,3,60.0,1,Karoliniškės,25.21827851645063,54.6953297,5
550,2,51.0,4,Lazdynėliai,25.2133688,54.6689362,5
500,2,54.0,4,Pašilaičiai,25.2316746,54.7314012,9
670,2,49.0,2,Pašilaičiai,25.2206319,54.7411864,6
630,1,33.7,3,Naujamiestis,25.2728154,54.6847721,5
750,2,48.58,3,Naujamiestis,25.2728154,54.6847721,5
700,2,34.0,5,Šeškinė,25.2323775,54.7193989,5
870,2,48.0,2,Baltupiai,25.2831395,54.7142794,7
700,1,35.0,1,Žvėrynas,25.2546691,54.6981251,4
700,2,50.0,2,Senamiestis,25.2806889,54.6805537,3
770,2,46.0,5,Naujamiestis,25.2539717,54.6768665,5
480,1,18.3,1,Žvėrynas,25.2575185,54.6955659,5
169,1,10.0,5,Lazdynai,25.2027702,54.6708027,5
450,2,50.0,5,Pašilaičiai,25.2236397,54.7313146,5
420,1,36.0,5,Pašilaičiai,25.227281380275763,54.7298632,9
290,1,72.0,11,Lazdynai,25.2164788,54.6787988,16
790,2,52.0,4,Senamiestis,25.2840381,54.6789287,5
700,3,63.0,3,Karoliniškės,25.205018,54.688955,9
500,1,30.0,8,Šeškinė,25.2576099,54.7182332,9
680,1,32.0,1,Markučiai,25.3207304,54.6768792,5
399,1,32.0,3,Naujamiestis,25.261936,54.67432,5
850,2,33.0,2,Senamiestis,25.2789843,54.6728266,3
650,2,63.0,5,Pašilaičiai,25.2164886,54.7385893,9
650,2,60.0,5,Pašilaičiai,25.2256323,54.7405473,6
650,1,34.0,5,Pašilaičiai,25.2206319,54.7411864,9
500,2,40.0,12,Pašilaičiai,25.2107630181918,54.73645825,16
620,2,34.0,1,Justiniškės,25.218601,54.718473,5
630,2,44.0,2,Naujininkai,25.2691676,54.6634042,5
1000,2,55.0,4,Šnipiškės,25.2876625,54.6964968,7
680,2,50.0,8,Naujininkai,25.2830471,54.6640112,9
500,1,25.0,2,Paupys,25.3025487,54.6785287,3
750,2,40.0,2,Šnipiškės,25.2876625,54.6964968,8
630,2,50.0,3,Fabijoniškės,25.246433,54.731814,9
500,1,36.87,4,Šeškinė,25.2388274,54.7123434,9
650,2,36.5,2,Naujamiestis,25.2629171,54.6806792,4
700,3,67.0,9,Fabijoniškės,25.246433,54.731814,10
570,3,89.0,2,Vilkpėdė,25.2371581,54.6483814,2
550,2,53.0,8,Fabijoniškės,25.246433,54.731814,9
425,1,30.0,3,Naujininkai,25.273605,54.661445,5
280,3,20.0,3,Vilkpėdė,25.246189,54.669892,3
520,2,48.0,6,Pašilaičiai,25.2107630181918,54.73645825,12
670,2,59.0,4,Vilkpėdė,25.2360528,54.6636771,6
750,1,41.0,2,Žvėrynas,25.2456843,54.6987056,3
400,1,33.0,4,Karoliniškės,25.205018,54.688955,5
900,2,54.0,2,Žvėrynas,25.2456843,54.6987056,6
800,3,70.0,3,Fabijoniškės,25.25746,54.7385094,6
300,1,18.0,2,Naujamiestis,25.2753772,54.6767869,5
750,3,64.0,3,Baltupiai,25.2784789,54.7275851,5
500,1,33.0,3,Žirmūnai,25.2885331,54.703226,5
700,3,64.0,4,Antakalnis,25.3173065,54.7019831,5
430,1,33.0,7,Viršuliškės,25.2249903,54.7072538,9
580,2,54.0,2,Žvėrynas,25.249828,54.695925,2
800,2,47.0,5,Šnipiškės,25.2668422,54.7044446,9
725,1,30.0,3,Paupys,25.3025487,54.6785287,4
650,2,38.0,4,Pašilaičiai,25.2162652,54.7321521,4
365,2,50.0,3,Naujamiestis,25.2728154,54.6847721,5
400,1,32.0,7,Baltupiai,25.2784789,54.7275851,9
650,2,31.0,2,Naujamiestis,25.2707414,54.6781128,8
600,1,33.0,5,Naujamiestis,25.2571911,54.6734081,9
399,1,35.0,2,Naujininkai,25.2691676,54.6634042,5
400,2,42.0,1,Antakalnis,25.3189678,54.7164695,5
600,2,40.0,1,Antakalnis,25.3171585,54.7195619,5
700,2,60.0,8,Baltupiai,25.2876241,54.7257187,11
395,1,21.0,1,Naujamiestis,25.264768,54.680141,2
350,1,12.0,3,Naujamiestis,25.2728154,54.6847721,5
560,1,30.3,3,Šeškinė,25.2540264,54.7068111,5
790,2,37.0,1,Šnipiškės,25.2771851,54.7025735,4
570,3,72.0,5,Baltupiai,25.2801343,54.7282735,10
800,2,46.0,4,Šnipiškės,25.2690681,54.6999287,9
800,2,34.0,4,Naujamiestis,25.2626184,54.6705058,5
500,3,100.0,2,Naujamiestis,25.264768,54.680141,4
400,1,15.0,5,Žvėrynas,25.251978,54.6963621,6
600,1,29.0,5,Baltupiai,25.2831395,54.7142794,8
520,2,45.0,4,Žirmūnai,25.3050482,54.7157121,5
650,4,72.0,4,Antakalnis,25.3186172,54.7135184,5
830,3,72.0,3,Naujamiestis,25.264768,54.680141,3
800,3,80.0,1,Naujininkai,25.273605,54.661445,5
450,1,42.0,8,Pašilaičiai,25.2164886,54.7385893,9
630,2,52.99,8,Lazdynėliai,25.2148876,54.666674,9
530,2,46.6,4,Šnipiškės,25.278242,54.6973462,5
650,2,47.0,4,Karoliniškės,25.22511,54.697235,5
425,1,34.0,3,Jeruzalė,25.269227,54.742649,9
649,2,46.0,5,Lazdynai,25.209514,54.67514,6
450,1,14.28,3,Senamiestis,25.2789843,54.6728266,6
500,1,20.0,5,Naujamiestis,25.264768,54.680141,5
430,2,49.0,1,Žirmūnai,25.3050482,54.7157121,9
450,1,35.0,1,Justiniškės,25.2221629,54.7175726,5
800,2,47.0,3,Žvėrynas,25.249828,54.695925,5
550,2,51.1,3,Naujininkai,25.273605,54.661445,5
600,2,60.38,7,Baltupiai,25.2801343,54.7282735,8
560,2,35.0,4,Naujininkai,25.2709531,54.6518753,5
700,3,73.0,8,Lazdynai,25.2164788,54.6787988,16
400,1,28.0,3,Šnipiškės,25.2817254,54.6949273,9
750,2,48.0,6,Šnipiškės,25.2668422,54.7044446,9
989,2,61.0,2,Senamiestis,25.2916215,54.6843316,4
800,2,53.0,2,Naujamiestis,25.2753772,54.6767869,3
999,3,50.0,4,Šnipiškės,25.274536,54.715568,6
600,2,47.0,9,Antakalnis,25.3171585,54.7195619,9
500,2,50.0,3,Justiniškės,25.2228709,54.7211373,5
400,1,35.64,1,Šeškinė,25.2545267,54.7162133,5
650,1,27.0,7,Naujamiestis,25.264768,54.680141,8
1100,3,70.0,1,Senamiestis,25.2819488,54.6755253,3
850,3,64.54,4,Antakalnis,25.3171585,54.7195619,4
400,3,88.0,2,Naujamiestis,25.27265,54.6889838,5
600,1,43.58,1,Žvėrynas,25.2561838,54.6929005,2
650,2,47.0,3,Antakalnis,25.3118899,54.7033583,5
600,1,35.66,2,Paupys,25.3040905,54.6778064,3
200,2,18.0,1,Žvėrynas,25.251407,54.6916327,3
410,1,35.0,3,Senamiestis,25.2859945,54.6803991,3
500,2,42.0,7,Baltupiai,25.265448944117644,54.73593325,12
750,2,40.0,4,Žirmūnai,25.2873676,54.7221601,9
450,2,42.7,3,Fabijoniškės,25.246433,54.731814,12
670,3,67.0,4,Pašilaičiai,25.2236397,54.7313146,5
449,1,16.0,1,Naujininkai,25.2873226,54.6693197,3
750,3,62.0,7,Pašilaičiai,25.219637,54.7387996,12
280,1,12.0,5,Naujamiestis,25.246189,54.669892,5
750,3,52.0,5,Pašilaičiai,25.2162652,54.7321521,7
850,2,37.0,1,Šnipiškės,25.2771851,54.7025735,4
500,2,32.7,5,Naujininkai,25.2827237,54.6663736,5
520,1,28.0,2,Naujamiestis,25.2629171,54.6806792,4
700,3,63.0,4,Justiniškės,25.2219966,54.7167438,5
650,2,46.05,9,Pašilaičiai,25.2243428,54.7367895,9
950,3,58.0,1,Senamiestis,25.287693,54.683127,3
650,2,44.0,5,Žirmūnai,25.3050482,54.7157121,5
600,1,20.35,5,Senamiestis,25.2964286,54.6765474,5
850,3,69.0,2,Pašilaičiai,25.2178342,54.7322779,6
500,1,36.0,6,Žirmūnai,25.3050482,54.7157121,12
550,2,45.0,5,Naujamiestis,25.2539717,54.6768665,5
1000,2,64.0,1,Senamiestis,25.2891632,54.6820404,3
800,3,68.0,1,Senamiestis,25.2806889,54.6805537,2
620,2,50.0,8,Naujamiestis,25.264768,54.680141,9
1300,3,70.0,1,Šnipiškės,25.273601,54.697375,9
650,3,67.0,5,Justiniškės,25.2228709,54.7211373,5
700,3,67.0,5,Šeškinė,25.2576099,54.7182332,5
599,2,51.29,3,Žirmūnai,25.3050482,54.7157121,5
500,2,50.0,4,Žirmūnai,25.3050482,54.7157121,5
570,1,34.0,3,Markučiai,25.3110856,54.6762657,3
480,3,67.0,5,Fabijoniškės,25.2374099,54.7315103,5
670,2,70.0,1,Fabijoniškės,25.246433,54.731814,6
500,4,80.58,4,Antakalnis,25.3173065,54.7019831,5
400,1,40.0,3,Žemieji Paneriai,25.2056134,54.6436165,5
660,3,62.0,2,Lazdynėliai,25.2148876,54.666674,7
420,1,17.0,5,Markučiai,25.3110856,54.6762657,9
530,2,40.0,3,Senamiestis,25.2964286,54.6765474,12
700,2,39.0,4,Pašilaičiai,25.2162652,54.7321521,4
900,2,69.0,2,Markučiai,25.3150449,54.6793174,4
600,3,64.0,5,Šnipiškės,25.2876625,54.6964968,9
390,1,32.88,3,Viršuliškės,25.2249903,54.7072538,9
430,1,33.0,5,Šnipiškės,25.2817254,54.6949273,5
750,2,70.0,2,Senamiestis,25.2874555,54.6792458,3
599,2,40.0,3,Naujamiestis,25.2539717,54.6768665,3
570,2,40.0,1,Naujamiestis,25.2629171,54.6806792,5
549,1,36.0,3,Senamiestis,25.287693,54.683127,4
200,1,19.0,11,Baltupiai,25.2876241,54.7257187,12
420,2,50.0,1,Naujamiestis,25.264768,54.680141,5
290,1,16.0,1,Naujamiestis,25.263597,54.69795,5
850,2,52.53,3,Šnipiškės,25.2690681,54.6999287,7
1000,2,95.0,4,Naujamiestis,25.264768,54.680141,4
600,1,35.0,6,Šnipiškės,25.2690681,54.6999287,7
650,2,50.0,3,Šeškinė,25.2521677,54.7097664,9
850,2,65.0,4,Šnipiškės,25.273601,54.697375,6
890,2,41.0,5,Naujamiestis,25.2738379,54.6770904,5
600,2,45.53,7,Pašilaičiai,25.2243428,54.7367895,9
300,3,70.0,1,Žvėrynas,25.2538475,54.6997206,1
650,2,57.0,9,Lazdynėliai,25.2148876,54.666674,9
390,1,37.0,2,Pašilaičiai,25.2253933,54.7259967,9
650,2,42.95,1,Burbiškės,25.2554692,54.6522728,3
1800,3,97.0,1,Užupis,25.2923965,54.6805074,3
930,3,89.0,3,Jeruzalė,25.2734687,54.7423179,9
600,2,49.5,7,Karoliniškės,25.2173677,54.6928201,9
750,2,78.0,9,Antakalnis,25.3171585,54.7195619,13
600,2,48.0,4,Naujamiestis,25.246189,54.669892,5
730,2,80.0,1,Antakalnis,25.312009,54.705407,3
1400,3,94.0,1,Žvėrynas,25.2405189,54.6983927,2
500,1,40.0,9,Šnipiškės,25.285138,54.6966918,12
830,2,48.0,1,Markučiai,25.319347221199315,54.67545065,7
1300,2,64.0,1,Užupis,25.3008276,54.6812167,1
950,2,38.0,2,Užupis,25.3008276,54.6812167,3
700,2,40.0,1,Paupys,25.3025487,54.6785287,2
800,1,35.0,7,Šnipiškės,25.2876625,54.6964968,7
750,3,57.0,3,Naujamiestis,25.2585443,54.6749755,5
700,1,20.0,3,Senamiestis,25.2840381,54.6789287,4
550,2,52.0,2,Šeškinė,25.2521677,54.7097664,16
750,2,45.0,2,Naujamiestis,25.2707414,54.6781128,3
1000,4,87.0,2,Senamiestis,25.287693,54.683127,2
1600,4,80.0,5,Senamiestis,25.2840381,54.6789287,5
340,1,36.0,9,Naujininkai,25.2662655,54.6637216,9
500,1,45.6,4,Antakalnis,25.3053738,54.6931511,4
560,1,30.0,2,Šnipiškės,25.2725536,54.7004606,10
900,2,50.0,6,Visoriai,25.2500488,54.7434059,6
570,2,41.0,3,Jeruzalė,25.2763332,54.7409115,5
270,1,18.0,2,Naujamiestis,25.264768,54.680141,5
500,2,50.0,3,Šnipiškės,25.2817254,54.6949273,5
750,2,43.62,5,Šnipiškės,25.2690681,54.6999287,5
900,2,45.0,2,Naujamiestis,25.277278,54.678112,4
370,1,33.0,3,Naujininkai,25.2827237,54.6663736,5
320,1,12.6,4,Markučiai,25.3110856,54.6762657,5
1200,2,40.0,4,Paupys,25.3032805,54.6786994,4
750,2,43.18,4,Šnipiškės,25.2724914,54.7019511,6
700,2,58.0,2,Visoriai,25.2500488,54.7434059,6
350,1,25.0,9,Baltupiai,25.265448944117644,54.73593325,12
320,1,29.0,2,Filaretai,25.319121,54.685535,2
230,1,12.0,5,Šnipiškės,25.2817254,54.6949273,12
450,1,30.0,3,Antakalnis,25.3171585,54.7195619,5
600,2,44.0,3,Antakalnis,25.3171585,54.7195619,5
620,2,42.47,4,Antakalnis,25.3171585,54.7195619,5
1250,2,60.0,4,Naujamiestis,25.26183902135083,54.6912607,5
495,1,36.0,2,Fabijoniškės,25.246433,54.731814,5
850,2,45.0,4,Markučiai,25.3180472,54.6763855,6
600,3,66.0,7,Fabijoniškės,25.246433,54.731814,10
650,2,44.0,1,Senamiestis,25.2778908,54.6850306,4
239,1,20.0,5,Naujamiestis,25.2585443,54.6749755,5
800,2,53.5,4,Žvėrynas,25.2555644,54.7024374,6
300,9,30.0,4,Senamiestis,25.2894009,54.6719727,5
650,2,52.0,1,Kalnėnai,25.3313597,54.6545836,3
199,1,20.0,5,Žirmūnai,25.2883611,54.7036477,5
800,2,63.0,8,Užupis,25.3035011,54.6837083,8
850,2,46.0,5,Žvėrynas,25.249828,54.695925,5
850,2,75.0,5,Naujamiestis,25.264768,54.680141,10
1199,3,69.0,3,Senamiestis,25.283398,54.6849125,3
650,2,43.0,4,Šnipiškės,25.285138,54.6966918,4
900,3,53.0,1,Baltupiai,25.265448944117644,54.73593325,7
600,1,29.0,1,Baltupiai,25.2831395,54.7142794,8
670,2,32.55,5,Naujamiestis,25.264768,54.680141,5
560,1,32.0,3,Naujininkai,25.2709531,54.6518753,5
750,2,43.26,2,Šnipiškės,25.2724914,54.7019511,6
800,3,57.0,10,Viršuliškės,25.2129169,54.7009093,16
620,2,54.0,3,Šnipiškės,25.2876625,54.6964968,4
600,1,24.0,2,Senamiestis,25.2817712,54.6892593,3
500,2,49.99,3,Antakalnis,25.31507,54.7117059,5
570,2,44.5,3,Naujininkai,25.2738665,54.6659553,5
770,2,47.0,5,Baltupiai,25.2831395,54.7142794,8
850,2,69.0,2,Užupis,25.301823076879643,54.68413115,4
1250,2,40.0,1,Senamiestis,25.2897244,54.6793386,3
450,1,35.0,7,Justiniškės,25.2221629,54.7175726,9
490,1,29.57,4,Naujininkai,25.2827237,54.6663736,4
180,1,15.0,3,Šnipiškės,25.2876625,54.6964968,9
700,3,68.0,2,Senamiestis,25.2799354,54.6751868,3
199,1,20.0,1,Antakalnis,25.311821157774403,54.71195935,5
400,1,25.0,1,Šnipiškės,25.2817254,54.6949273,9
650,2,52.0,2,Pašilaičiai,25.2206319,54.7411864,9
520,1,30.0,2,Žirmūnai,25.2922688,54.7024694,6
490,1,18.0,2,Žvėrynas,25.2575185,54.6955659,5
800,2,44.0,10,Viršuliškės,25.2249903,54.7072538,11
450,2,50.0,3,Pašilaičiai,25.2236397,54.7313146,5
800,2,42.0,4,Šnipiškės,25.2770623,54.7121167,8
649,2,58.0,4,Lazdynai,25.2148876,54.666674,6
500,2,52.0,3,Pašilaičiai,25.2316746,54.7314012,9
800,2,32.5,1,Paupys,25.3025487,54.6785287,4
420,1,18.0,3,Šnipiškės,25.269068,54.699929,4
700,2,46.0,11,Viršuliškės,25.2249903,54.7072538,11
950,2,60.0,4,Senamiestis,25.287693,54.683127,6
550,2,50.0,5,Jeruzalė,25.2763332,54.7409115,5
550,3,67.0,6,Pašilaičiai,25.2253933,54.7259967,9
500,2,52.0,3,Pašilaičiai,25.228239,54.711003,10
400,1,30.0,6,Antakalnis,25.3171585,54.7195619,9
580,2,47.0,2,Lazdynai,25.2164788,54.6787988,5
990,3,65.0,2,Žirmūnai,25.2941771,54.7099347,4
850,2,55.44,1,Naujamiestis,25.2758412,54.675117,4
390,1,27.0,8,Naujamiestis,25.2588027,54.6703567,9
490,2,50.29,1,Justiniškės,25.2221629,54.7175726,5
179,1,20.0,5,Lazdynai,25.2027702,54.6708027,5
480,2,42.0,3,Antakalnis,25.3171585,54.7195619,4
1000,3,62.04,2,Markučiai,25.3110856,54.6762657,3
