price,rooms,area,floor,District,longitude,latitude,building size (floors)
300,1,18.0,3,Naujamiestis,25.264768,54.680141,5
630,2,50.0,2,Žvėrynas,25.25119,54.6924339,2
750,2,50.0,4,Viršuliškės,25.2249903,54.7072538,7
700,2,51.0,2,Šnipiškės,25.245806,54.669575,5
490,1,48.02,2,Jeruzalė,25.2720408,54.7412661,9
650,3,55.0,2,Jeruzalė,25.2778893,54.7441863,6
850,3,88.6,4,Pašilaičiai,25.2256323,54.7405473,6
590,2,47.0,4,Karoliniškės,25.202447,54.685872,5
750,3,63.0,3,Lazdynai,25.2027702,54.6708027,5
900,1,55.0,1,Markučiai,25.3207304,54.6768792,5
650,2,54.4,5,Šnipiškės,25.2817254,54.6949273,9
650,2,49.0,8,Pašilaičiai,25.219637,54.7387996,8
580,2,41.0,4,Fabijoniškės,25.246433,54.731814,5
570,2,52.0,3,Šeškinė,25.2356422,54.7147111,12
590,2,50.0,6,Fabijoniškės,25.246433,54.731814,9
750,2,50.0,3,Markučiai,25.319156,54.674879,4
570,2,55.0,2,Lazdynėliai,25.2148876,54.666674,9
650,3,76.0,4,Fabijoniškės,25.25746,54.7385094,5
350,1,40.0,1,Šeškinė,25.2521677,54.7097664,5
750,2,45.0,8,Naujamiestis,25.2626184,54.6705058,12
400,1,20.0,2,Antakalnis,25.311821157774403,54.71195935,4
350,1,23.0,2,Naujininkai,25.273563,54.662677,2
600,2,41.0,8,Karoliniškės,25.21827851645063,54.6953297,9
599,2,33.0,8,Šeškinė,25.2499374,54.7202018,11
550,2,50.4,1,Naujamiestis,25.254835,54.670731,5
200,1,14.0,2,Antakalnis,25.3189678,54.7164695,5
460,2,47.08,4,Lazdynai,25.2027702,54.6708027,5
600,3,65.0,9,Viršuliškės,25.2249903,54.7072538,9
750,2,50.0,3,Šnipiškės,25.273601,54.697375,5
580,1,30.0,4,Šiaurės miestelis,25.3045857,54.71086,5
1600,4,100.0,3,Senamiestis,25.2806889,54.6805537,3
780,2,60.0,4,Visoriai,25.2500488,54.7434059,6
420,1,18.0,3,Antakalnis,25.31507,54.7117059,5
570,2,57.0,2,Pašilaičiai,25.228239,54.711003,10
1600,3,75.0,0,Užupis,25.3008276,54.6812167,4
750,3,62.0,5,Naujamiestis,25.264768,54.680141,5
700,2,60.0,1,Senamiestis,25.287693,54.683127,5
550,2,30.23,3,Visoriai,25.2500488,54.7434059,5
550,2,66.0,5,Fabijoniškės,25.232637,54.739646,6
570,2,41.0,3,Karoliniškės,25.205018,54.688955,3
199,1,20.0,8,Žirmūnai,25.3050482,54.7157121,10
450,2,50.0,3,Justiniškės,25.2228709,54.7211373,5
550,2,45.0,1,Užupis,25.3049778,54.6914821,5
120,1,10.5,1,Naujininkai,25.2738665,54.6659553,5
750,3,63.0,5,Karoliniškės,25.202447,54.685872,9
500,2,42.0,4,Antakalnis,25.3171585,54.7195619,5
700,2,47.0,2,Užupis,25.3035011,54.6837083,3
370,1,40.0,4,Fabijoniškės,25.2374099,54.7315103,5
630,2,47.0,2,Lazdynai,25.2164788,54.6787988,6
560,1,33.0,3,Šnipiškės,25.2876625,54.6964968,9
600,2,54.0,3,Pašilaičiai,25.2162652,54.7321521,5
600,2,48.0,1,Žirmūnai,25.3050482,54.7157121,5
700,3,50.0,1,Antakalnis,25.311821157774403,54.71195935,4
550,2,53.0,8,Justiniškės,25.2228709,54.7211373,9
350,1,26.0,2,Naujininkai,25.2730874,54.6608848,9
550,3,67.0,2,Šeškinė,25.2545267,54.7162133,5
1200,3,55.0,2,Šnipiškės,25.2876625,54.6964968,7
1000,4,100.0,2,Naujamiestis,25.264768,54.680141,5
1200,3,70.0,3,Naujamiestis,25.26183902135083,54.6912607,5
340,1,20.0,2,Antakalnis,25.3189678,54.7164695,2
300,1,18.0,2,Antakalnis,25.312009,54.705407,5
550,2,22.0,2,Viršuliškės,25.2249903,54.7072538,7
650,3,65.0,3,Lazdynai,25.2027702,54.6708027,5
1050,2,50.07,4,Naujamiestis,25.2659857,54.6866673,5
449,2,49.0,7,Šeškinė,25.242989,54.7161316,13
650,2,49.18,9,Lazdynai,25.2027702,54.6708027,9
320,1,18.0,3,Naujininkai,25.2708871,54.6612582,4
1050,2,37.5,4,Paupys,25.3032805,54.6786994,6
385,1,15.0,6,Žvėrynas,25.251978,54.6963621,6
1050,2,41.0,2,Senamiestis,25.2891632,54.6820404,3
520,1,29.0,2,Šnipiškės,25.269068,54.699929,4
520,2,29.0,2,Šnipiškės,25.269068,54.699929,4
1200,4,89.0,1,Pašilaičiai,25.2176973,54.7293428,9
320,1,17.0,4,Naujamiestis,25.2626184,54.6705058,5
490,1,28.0,3,Baltupiai,25.265448944117644,54.73593325,7
400,1,30.0,3,Naujamiestis,25.2539717,54.6768665,9
450,1,21.5,6,Žirmūnai,25.3050482,54.7157121,9
650,3,64.0,8,Karoliniškės,25.21827851645063,54.6953297,9
560,1,28.69,4,Antakalnis,25.3118899,54.7033583,4
550,1,26.0,4,Naujamiestis,25.2611411,54.6675994,4
370,1,35.0,1,Pašilaičiai,25.2253933,54.7259967,9
550,2,58.0,3,Fabijoniškės,25.2374099,54.7315103,5
390,1,15.6,4,Naujininkai,25.2830471,54.6640112,5
750,2,30.0,1,Senamiestis,25.2817712,54.6892593,2
780,3,60.93,4,Žirmūnai,25.3050482,54.7157121,5
550,2,26.34,3,Žirmūnai,25.2869142,54.7153427,3
750,3,62.0,2,Žirmūnai,25.3047908,54.7056893,5
570,2,30.0,3,Šnipiškės,25.278242,54.6973462,9
1150,3,70.0,2,Naujamiestis,25.2704693,54.6692933,6
850,2,55.0,6,Naujamiestis,25.2738379,54.6770904,6
470,3,48.9,2,Naujininkai,25.273563,54.662677,3
650,1,28.3,1,Šnipiškės,25.2690681,54.6999287,5
1200,3,80.0,2,Senamiestis,25.2921767,54.6776383,5
550,2,52.0,8,Šeškinė,25.2521677,54.7097664,13
370,1,15.0,2,Šnipiškės,25.2817254,54.6949273,4
850,2,47.5,4,Baltupiai,25.2831395,54.7142794,8
660,2,40.0,4,Naujamiestis,25.2629171,54.6806792,9
600,2,45.0,4,Antakalnis,25.311821157774403,54.71195935,5
750,2,37.2,4,Baltupiai,25.2831395,54.7142794,8
490,2,45.0,2,Šnipiškės,25.2688417,54.6994753,4
880,2,50.0,4,Šnipiškės,25.282158,54.6947179,9
850,2,58.0,1,Šnipiškės,25.2690681,54.6999287,5
1000,2,40.0,2,Naujamiestis,25.2597265,54.6861921,4
400,1,36.0,7,Naujamiestis,25.2539717,54.6768665,9
350,1,17.0,2,Naujininkai,25.273563,54.662677,5
1200,3,94.0,1,Naujamiestis,25.264768,54.680141,3
490,1,35.34,4,Žirmūnai,25.3050482,54.7157121,5
700,2,34.78,2,Antakalnis,25.319595220530616,54.7241562,3
620,2,52.0,3,Naujamiestis,25.2753772,54.6767869,4
700,3,63.0,5,Jeruzalė,25.2681728,54.7376318,7
700,2,55.0,2,Šnipiškės,25.2817254,54.6949273,3
850,2,45.0,1,Naujamiestis,25.2642154,54.6867199,3
1600,4,98.0,2,Senamiestis,25.2806889,54.6805537,2
850,2,50.0,2,Senamiestis Vilnia,25.289154500197288,54.68734975,5
600,2,36.0,3,Justiniškės,25.2219966,54.7167438,5
650,2,44.0,4,Antakalnis,25.3210522,54.7187925,5
550,1,30.0,4,Naujininkai,25.2738665,54.6659553,4
239,1,20.0,5,Naujamiestis,25.2753772,54.6767869,5
450,1,16.0,4,Naujamiestis,25.2728154,54.6847721,5
800,3,95.0,12,Šeškinė,25.242989,54.7161316,16
400,2,51.94,1,Fabijoniškės,25.246433,54.731814,14
320,1,18.0,5,Žirmūnai,25.2960633,54.7199848,5
500,1,29.0,4,Senamiestis,25.2806649,54.6907962,4
600,2,30.0,2,Viršuliškės,25.2249903,54.7072538,7
600,2,31.5,2,Viršuliškės,25.2249903,54.7072538,7
800,2,39.12,2,Užupis,25.2937109,54.6817512,3
465,2,50.0,1,Justiniškės,25.2228709,54.7211373,5
900,3,78.0,3,Senamiestis,25.2921767,54.6776383,4
620,2,40.0,2,Senamiestis,25.2805897,54.6849999,2
750,2,55.0,1,Naujamiestis,25.2738379,54.6770904,5
550,2,45.0,5,Žirmūnai,25.2869142,54.7153427,5
299,1,36.0,3,Justiniškės,25.2228709,54.7211373,5
600,2,47.6,1,Žirmūnai,25.3050482,54.7157121,5
1550,3,60.0,4,Senamiestis,25.2805897,54.6849999,4
550,2,41.34,8,Žirmūnai,25.2869142,54.7153427,12
1100,2,62.0,7,Naujamiestis,25.2738379,54.6770904,9
790,2,67.3,5,Naujamiestis,25.2728154,54.6847721,5
600,1,47.0,8,Antakalnis,25.3171585,54.7195619,9
550,2,54.0,6,Naujamiestis,25.2539717,54.6768665,9
499,2,43.0,5,Baltupiai,25.2784789,54.7275851,12
700,3,55.0,1,Justiniškės,25.2228709,54.7211373,5
600,2,46.5,4,Pašilaičiai,25.2176973,54.7293428,4
750,2,54.0,2,Žvėrynas,25.2462426,54.7006434,4
80,1,40.0,1,Rasos,25.2976897,54.6703948,5
260,1,16.0,9,Karoliniškės,25.2173677,54.6928201,9
590,2,50.0,1,Baltupiai,25.2784789,54.7275851,5
370,2,50.0,3,Lazdynai,25.2164788,54.6787988,5
500,2,47.0,3,Viršuliškės,25.2249903,54.7072538,5
350,1,17.0,0,Baltupiai,25.2681728,54.7376318,5
570,2,52.0,5,Žirmūnai,25.2883611,54.7036477,5
650,2,65.79,5,Šnipiškės,25.2668422,54.7044446,8
800,3,74.0,3,Senamiestis,25.287693,54.683127,5
450,2,40.31,1,Žemieji Paneriai,25.2103975,54.6404889,5
500,2,51.0,6,Fabijoniškės,25.246433,54.731814,9
650,3,58.0,2,Šnipiškės,25.2801244,54.7000074,2
660,2,50.0,3,Pašilaičiai,25.2206319,54.7411864,9
800,2,44.0,5,Šnipiškės,25.2725536,54.7004606,6
700,3,64.0,3,Pašilaičiai,25.219637,54.7387996,9
900,2,46.0,1,Šnipiškės,25.2876625,54.6964968,7
850,2,46.54,3,Naujamiestis,25.2758412,54.675117,5
400,1,32.7,5,Karoliniškės,25.202447,54.685872,9
650,2,45.0,1,Naujamiestis,25.2707414,54.6781128,4
360,2,40.0,6,Baltupiai,25.265448944117644,54.73593325,12
650,2,47.0,2,Žirmūnai,25.3050482,54.7157121,5
550,1,32.7,1,Lazdynai,25.2164788,54.6787988,5
550,2,50.0,2,Šnipiškės,25.2668422,54.7044446,5
450,1,33.0,9,Viršuliškės,25.2249903,54.7072538,11
900,2,54.0,2,Užupis,25.3008276,54.6812167,3
2900,2,117.0,5,Naujamiestis,25.26183902135083,54.6912607,5
300,1,22.0,4,Žirmūnai,25.3050482,54.7157121,9
700,2,55.0,4,Užupis,25.301823076879643,54.68413115,4
380,1,32.5,4,Žirmūnai,25.3047908,54.7056893,9
400,1,30.0,5,Naujamiestis,25.2539717,54.6768665,9
425,1,21.0,9,Šnipiškės,25.2817254,54.6949273,9
430,1,33.0,9,Karoliniškės,25.21827851645063,54.6953297,9
980,2,53.0,7,Naujamiestis,25.254835,54.670731,7
1200,2,73.0,3,Žvėrynas,25.2456843,54.6987056,3
850,2,48.2,5,Antakalnis,25.314813,54.6988529,6
585,2,24.0,4,Šnipiškės,25.2817254,54.6949273,4
600,2,57.0,2,Naujamiestis,25.2539717,54.6768665,4
550,2,45.0,2,Antakalnis,25.3171585,54.7195619,5
300,1,22.0,1,Naujamiestis,25.2728154,54.6847721,6
350,1,30.0,1,Žirmūnai,25.3047908,54.7056893,5
700,2,50.0,5,Naujamiestis,25.261936,54.67432,5
400,1,21.5,8,Žirmūnai,25.3050482,54.7157121,9
580,2,55.75,6,Pašilaičiai,25.2206319,54.7411864,9
630,2,51.0,5,Pašilaičiai,25.2316746,54.7314012,5
520,2,50.0,3,Justiniškės,25.2221629,54.7175726,5
530,1,31.0,2,Žirmūnai,25.3050482,54.7157121,5
530,2,44.0,9,Pašilaičiai,25.2253933,54.7259967,9
850,2,46.0,3,Baltupiai,25.265448944117644,54.73593325,7
650,1,35.0,2,Šnipiškės,25.278242,54.6973462,9
500,1,36.0,2,Pašilaičiai,25.227281380275763,54.7298632,9
350,1,33.0,1,Lazdynai,25.2164788,54.6787988,5
450,1,30.0,3,Pašilaičiai,25.2253933,54.7259967,5
450,1,17.0,2,Naujininkai,25.2830471,54.6640112,2
680,2,44.0,3,Šnipiškės,25.278242,54.6973462,16
700,1,37.0,1,Vilkpėdė,25.2360528,54.6636771,7
700,1,37.0,1,Naujamiestis,25.248623,54.665178,7
500,2,51.0,2,Justiniškės,25.2219966,54.7167438,5
680,2,53.0,2,Antakalnis,25.311821157774403,54.71195935,6
600,3,63.0,3,Pašilaičiai,25.227281380275763,54.7298632,9
915,2,58.89,1,Baltupiai,25.2831395,54.7142794,5
700,1,35.0,3,Markučiai,25.3207304,54.6768792,6
1300,3,98.0,4,Žvėrynas,25.251407,54.6916327,4
550,2,55.0,5,Naujamiestis,25.2539717,54.6768665,5
730,2,50.0,3,Šnipiškės,25.2706146,54.6975998,16
650,2,61.21,6,Lazdynėliai,25.2148876,54.666674,9
450,2,47.0,4,Šnipiškės,25.2876625,54.6964968,5
550,2,26.0,4,Žirmūnai,25.2883611,54.7036477,5
500,1,46.0,1,Naujamiestis,25.277278,54.678112,3
400,1,37.0,1,Justiniškės,25.2228709,54.7211373,5
1200,3,78.4,1,Vilkpėdė,25.2462747,54.6658138,1
800,2,53.0,5,Antakalnis,25.314813,54.6988529,7
450,2,42.0,1,Naujamiestis,25.245021,54.667674,4
590,3,61.5,4,Pašilaičiai,25.2253933,54.7259967,9
650,3,61.41,2,Naujamiestis,25.2539717,54.6768665,5
820,2,41.79,1,Baltupiai,25.2831395,54.7142794,8
700,3,63.0,9,Lazdynai,25.2164788,54.6787988,9
1900,4,106.0,2,Žvėrynas,25.251407,54.6916327,3
550,2,56.0,6,Žirmūnai,25.3050482,54.7157121,12
1000,3,70.0,3,Senamiestis,25.2824605,54.6865081,5
820,2,43.0,5,Viršuliškės,25.2249903,54.7072538,11
350,1,35.0,2,Fabijoniškės,25.246433,54.731814,5
400,1,17.0,1,Šnipiškės,25.269068,54.699929,1
800,1,42.0,2,Naujamiestis,25.2707414,54.6781128,3
700,2,56.0,2,Filaretai,25.305906651536606,54.6843502,8
550,1,20.0,2,Naujamiestis,25.2629171,54.6806792,5
610,2,54.0,3,Pašilaičiai,25.2236397,54.7313146,7
470,2,29.0,1,Naujamiestis,25.264768,54.680141,4
650,2,53.6,2,Kalnėnai,25.3313597,54.6545836,4
450,1,34.0,2,Jeruzalė,25.2681728,54.7376318,5
550,2,41.02,1,Rasos,25.3017775,54.6656981,2
1000,3,60.0,3,Senamiestis,25.2789843,54.6728266,3
450,1,30.0,7,Žirmūnai,25.3050482,54.7157121,9
1150,4,102.67,4,Pašilaičiai,25.228239,54.711003,5
800,3,67.0,2,Žvėrynas,25.2494676,54.7009206,4
380,1,20.0,1,Naujininkai,25.2800463,54.6606221,5
649,2,66.0,1,Senamiestis,25.287693,54.683127,3
999,3,70.0,1,Senamiestis,25.2863833,54.6816203,2
500,2,50.0,4,Justiniškės,25.2228709,54.7211373,9
450,2,48.0,2,Baltupiai,25.2784789,54.7275851,5
380,2,47.0,2,Karoliniškės,25.210939,54.693555,5
400,1,40.0,2,Fabijoniškės,25.2374099,54.7315103,12
430,1,33.0,1,Žvėrynas,25.2450966,54.6986295,5
700,2,57.0,13,Baltupiai,25.2801343,54.7282735,16
650,2,47.0,1,Šnipiškės,25.2876625,54.6964968,9
1050,3,68.0,4,Naujamiestis,25.2704693,54.6692933,5
750,2,50.0,1,Senamiestis,25.26602,54.686825,4
520,2,52.0,4,Justiniškės,25.2228709,54.7211373,5
680,2,59.93,4,Lazdynėliai,25.2158687,54.6671298,5
180,1,18.0,1,Naujininkai,25.273605,54.661445,5
750,2,45.0,2,Šnipiškės,25.2726757,54.7038281,6
500,2,52.0,3,Pašilaičiai,25.2372018,54.7296563,9
900,2,62.64,2,Valakampiai,25.3119377,54.7398962,3
1800,3,130.0,4,Naujamiestis,25.264768,54.680141,5
430,1,30.0,1,Žirmūnai,25.3050482,54.7157121,5
700,2,46.0,5,Žvėrynas,25.249828,54.695925,9
1200,4,86.0,2,Antakalnis,25.3173065,54.7019831,5
1500,2,58.0,2,Senamiestis,25.2778908,54.6850306,4
350,1,18.0,4,Žvėrynas,25.2575185,54.6955659,5
550,2,57.0,1,Jeruzalė,25.2763332,54.7409115,5
600,3,65.0,4,Naujamiestis,25.261936,54.67432,5
650,2,45.0,3,Senamiestis,25.283634,54.6752973,3
550,1,28.0,1,Senamiestis Vilnia,25.289154500197288,54.68734975,3
550,3,72.0,11,Naujamiestis,25.2539717,54.6768665,12
350,1,27.0,7,Antakalnis,25.3171585,54.7195619,9
350,1,20.0,4,Naujamiestis,25.264768,54.680141,5
550,3,67.0,9,Justiniškės,25.2219966,54.7167438,9
1100,2,62.0,2,Šnipiškės,25.273601,54.697375,4
350,2,33.0,6,Naujininkai,25.273605,54.661445,9
1000,4,101.57,2,Naujamiestis,25.2697694,54.691778,5
1900,4,190.0,4,Senamiestis,25.2824605,54.6865081,4
1300,4,89.0,9,Fabijoniškės,25.2374099,54.7315103,9
835,3,72.0,8,Pašilaičiai,25.2243428,54.7367895,9
599,2,49.0,1,Viršuliškės,25.2249903,54.7072538,9
350,1,23.0,1,Naujininkai,25.2738665,54.6659553,5
500,1,32.6,12,Karoliniškės,25.202447,54.685872,12
1600,4,101.09,1,Naujamiestis,25.264768,54.680141,4
110,1,15.0,5,Naujininkai,25.27908,54.6591884,5
650,2,64.69,2,Baltupiai,25.2801343,54.7282735,16
410,2,52.0,6,Šeškinė,25.242989,54.7161316,12
650,2,40.0,3,Baltupiai,25.265448944117644,54.73593325,9
800,3,74.0,6,Pašilaičiai,25.219637,54.7387996,9
650,3,64.0,5,Žirmūnai,25.2876758,54.703055,9
750,2,68.0,5,Naujamiestis,25.26530721591329,54.6913369,9
600,2,43.0,2,Šeškinė,25.242989,54.7161316,6
750,3,72.0,7,Viršuliškės,25.2246166,54.7166103,11
1500,4,126.0,2,Žvėrynas,25.2515784,54.6892077,2
600,2,46.14,2,Pašilaičiai,25.2243428,54.7367895,9
390,1,27.2,1,Naujininkai,25.2827237,54.6663736,4
1200,2,51.29,3,Naujamiestis,25.2659857,54.6866673,5
850,2,45.65,6,Šnipiškės,25.2690681,54.6999287,7
450,1,35.44,2,Justiniškės,25.2228709,54.7211373,5
650,2,64.0,5,Baltupiai,25.2784789,54.7275851,16
250,1,14.48,2,Žirmūnai,25.300621223729205,54.71858105,5
500,1,33.91,5,Pašilaičiai,25.2164886,54.7385893,6
700,3,77.6,6,Jeruzalė,25.2720408,54.7412661,9
500,3,48.0,1,Naujamiestis,25.2539717,54.6768665,5
1700,4,117.0,2,Naujamiestis,25.264768,54.680141,6
550,2,48.0,3,Pavilnys,25.354774,54.678549,3
580,2,48.0,5,Šnipiškės,25.2668422,54.7044446,9
360,1,24.0,2,Senamiestis,25.287693,54.683127,5
850,2,44.0,7,Šnipiškės,25.282158,54.6947179,9
700,2,48.0,3,Žvėrynas,25.249828,54.695925,6
270,1,35.0,2,Žvėrynas,25.2462426,54.7006434,2
600,2,40.0,2,Užupis,25.2923965,54.6805074,2
800,2,43.0,4,Naujamiestis,25.2629171,54.6806792,5
400,1,30.0,9,Žirmūnai,25.3050482,54.7157121,9
3500,4,130.0,2,Šnipiškės,25.273601,54.697375,3
530,3,59.0,2,Pašilaičiai,25.2316746,54.7314012,9
1350,3,94.0,16,Naujamiestis,25.2539717,54.6768665,27
650,1,40.0,1,Šnipiškės,25.282158,54.6947179,11
550,2,40.25,3,Karoliniškės,25.205018,54.688955,3
950,2,58.54,3,Senamiestis,25.285116,54.6772258,3
450,2,50.0,4,Šeškinė,25.2576099,54.7182332,9
900,2,56.0,2,Naujamiestis,25.2738379,54.6770904,6
600,2,49.1,5,Karoliniškės,25.205018,54.688955,9
800,2,70.0,2,Senamiestis,25.2824605,54.6865081,4
750,2,51.0,2,Pavilnys,25.3640181,54.6720052,4
300,2,50.0,4,Fabijoniškės,25.246433,54.731814,9
650,2,59.0,10,Pašilaičiai,25.219637,54.7387996,12
500,2,47.0,2,Žirmūnai,25.2885331,54.703226,5
450,2,52.0,3,Justiniškės,25.2228709,54.7211373,9
750,2,40.25,3,Baltupiai,25.2784789,54.7275851,5
1000,3,89.34,5,Fabijoniškės,25.246433,54.731814,5
630,2,46.23,6,Pašilaičiai,25.2243428,54.7367895,9
580,3,43.78,1,Pašilaičiai,25.218555,54.7288412,4
950,2,58.0,2,Senamiestis,25.287693,54.683127,3
400,1,36.0,7,Viršuliškės,25.2249903,54.7072538,9
500,2,44.0,5,Žirmūnai,25.3047908,54.7056893,5
450,2,44.0,6,Pašilaičiai,25.2372018,54.7296563,9
800,2,40.0,4,Naujamiestis,25.2629171,54.6806792,5
800,3,88.78,4,Pašilaičiai,25.2256323,54.7405473,5
1450,2,80.0,1,Senamiestis,25.287693,54.683127,4
520,2,39.0,4,Naujamiestis,25.2707414,54.6781128,4
400,2,32.0,4,Senamiestis,25.287693,54.683127,4
380,2,45.0,5,Šeškinė,25.2388274,54.7123434,9
550,2,53.0,4,Fabijoniškės,25.2168535,54.7474346,9
650,1,27.08,2,Žirmūnai,25.2960633,54.7199848,9
670,2,37.0,3,Fabijoniškės,25.2374099,54.7315103,7
450,2,40.0,5,Antakalnis,25.3272906,54.6961048,5
640,2,48.0,2,Šnipiškės,25.2853346,54.6956751,5
520,3,64.0,1,Antakalnis,25.3171585,54.7195619,4
